CycPeptMPDB_ID,Structurally_Unique_ID,Sequence,Monomer_Length,Molecule_Shape,Permeability,MolWt,ExactMolWt,Permeable
5097,5097,dPPr_GlyLmeLdPdLF,7,Circle,-5.51,794051.0,793.5101975,0
5098,5098,dPPr_GlyLMe_dLdPLF,7,Circle,-5.73,794051.0,793.5101975,0
5099,5099,dPPr_GlyLdLdPmeLF,7,Circle,-5.34,794051.0,793.5101975,0
5100,5100,dPPr_GlyLLdPMe_dLF,7,Circle,-5.18,794051.0,793.5101975,0
5101,5101,dPPr_GlymeLLdPLF,7,Circle,-5.81,794051.0,793.5101975,0
5102,5102,dPPr_GlyLmeLdPLF,7,Circle,-5.32,794051.0,793.5101975,0
5103,5103,dPPr_GlyLLdPmeLF,7,Circle,-5.52,794051.0,793.5101975,0
5104,5104,dPPr_GlydLMe_dLdPMe_dLF,7,Circle,-5.26,808078.0,807.5258475,0
5105,5105,dPPr_GlyMe_dLdLdPMe_dLF,7,Circle,-5.24,808078.0,807.5258475,0
5106,5106,dPPr_GlyMe_dLMe_dLdPdLF,7,Circle,-4.89,808078.0,807.5258475,0
5107,5107,dPPr_GlymeLdLdPMe_dLF,7,Circle,-5.32,808078.0,807.5258475,0
5108,5108,dPPr_GlydLMe_dLdPmeLF,7,Circle,-5.11,808078.0,807.5258475,0
5109,5109,dPPr_GlyMe_dLMe_dLdPLF,7,Circle,-5.56,808078.0,807.5258475,0
5110,5110,dPPr_GlyLMe_dLdPMe_dLF,7,Circle,-5.5,808078.0,807.5258475,0
5111,5111,dPPr_GlydLBn_GlydPdLF,7,Circle,-5.6,814041.0,813.4788974,0
5112,5112,dPPr_GlydLdLdPBn_GlyF,7,Circle,-5.5,814041.0,813.4788974,0
5113,5113,dPPr_GlymeLMe_dLdPLF,7,Circle,-5.9,808078.0,807.5258475,0
5114,5114,dPPr_GlymeLdLdPmeLF,7,Circle,-5.16,808078.0,807.5258475,0
5115,5115,dPPr_GlymeLLdPMe_dLF,7,Circle,-5.19,808078.0,807.5258475,0
5116,5116,dPPr_GlydLmeLdPmeLF,7,Circle,-5.18,808078.0,807.5258475,0
5117,5117,dPPr_GlyMe_dLLdPmeLF,7,Circle,-5.0,808078.0,807.5258475,0
5118,5118,dPPr_GlyLMe_dLdPmeLF,7,Circle,-5.72,808078.0,807.5258475,0
5119,5119,dPPr_GlyBn_GlyLdPdLF,7,Circle,-5.82,814041.0,813.4788974,0
5120,5120,dPPr_GlyLdLdPBn_GlyF,7,Circle,-5.55,814041.0,813.4788974,0
5121,5121,dPPr_GlyLBn_GlydPdLF,7,Circle,-5.75,814041.0,813.4788974,0
5122,5122,dPPr_GlydLLdPBn_GlyF,7,Circle,-5.74,814041.0,813.4788974,0
5123,5123,dPPr_GlymeLmeLdPLF,7,Circle,-5.58,808078.0,807.5258475,0
5124,5124,dPPr_GlymeLLdPmeLF,7,Circle,-4.93,808078.0,807.5258475,0
5125,5125,dPPr_GlyLmeLdPmeLF,7,Circle,-4.96,808078.0,807.5258475,0
5126,5126,dPPr_GlyLLdPBn_GlyF,7,Circle,-5.75,814041.0,813.4788974,0
5127,5127,dPPr_GlyMe_dLMe_dLdPMe_dLF,7,Circle,-5.38,822105.0,821.5414976,0
5128,5128,dPPr_GlymeLMe_dLdPMe_dLF,7,Circle,-5.29,822105.0,821.5414976,0
5129,5129,dPPr_GlyMe_dLMe_dLdPmeLF,7,Circle,-4.84,822105.0,821.5414976,0
5130,5130,dPPr_GlyMe_dLmeLdPMe_dLF,7,Circle,-4.91,822105.0,821.5414976,0
5131,5131,dPPr_GlydLbHphdPdLF,7,Circle,-5.76,828068.0,827.4945474,0
5132,5132,dPPr_GlyBn_GlydLdPMe_dLF,7,Circle,-5.66,828068.0,827.4945474,0
5133,5133,dPPr_GlydLMe_dLdPBn_GlyF,7,Circle,-5.19,828068.0,827.4945474,0
5134,5134,dPPr_GlyMe_dLdLdPBn_GlyF,7,Circle,-5.39,828068.0,827.4945474,0
5135,5135,dPPr_GlydLBn_GlydPMe_dLF,7,Circle,-5.41,828068.0,827.4945474,0
5136,5136,dPPr_GlyMe_dLBn_GlydPdLF,7,Circle,-5.43,828068.0,827.4945474,0
5137,5137,dPPr_GlymeLMe_dLdPmeLF,7,Circle,-5.11,822105.0,821.5414976,0
5138,5138,dPPr_GlyMe_dLmeLdPmeLF,7,Circle,-4.85,822105.0,821.5414976,0
5139,5139,dPPr_GlydLbHphdPLF,7,Circle,-6.59,828068.0,827.4945474,1
5140,5140,dPPr_GlydLmeLdPBn_GlyF,7,Circle,-5.68,828068.0,827.4945474,0
5141,5141,dPPr_GlymeLBn_GlydPdLF,7,Circle,-5.44,828068.0,827.4945474,0
5142,5142,dPPr_GlyBn_GlyLdPMe_dLF,7,Circle,-5.23,828068.0,827.4945474,0
5143,5143,dPPr_GlyLMe_dLdPBn_GlyF,7,Circle,-5.52,828068.0,827.4945474,0
5144,5144,dPPr_GlymeLmeLdPmeLF,7,Circle,-4.87,822105.0,821.5414976,0
5145,5145,dPPr_GlyLbHphdPLF,7,Circle,-6.24,828068.0,827.4945474,1
5146,5146,dPPr_GlymeLBn_GlydPLF,7,Circle,-5.81,828068.0,827.4945474,0
5147,5147,dPPr_GlyBn_GlymeLdPLF,7,Circle,-5.27,828068.0,827.4945474,0
5148,5148,dPPr_GlyLmeLdPBn_GlyF,7,Circle,-5.14,828068.0,827.4945474,0
5149,5149,dPPr_GlyBn_GlyLdPmeLF,7,Circle,-5.02,828068.0,827.4945474,0
5150,5150,dPPr_GlymeLLdPBn_GlyF,7,Circle,-5.41,828068.0,827.4945474,0
5151,5151,dPPr_GlyBn_GlyMe_dLdPMe_dLF,7,Circle,-5.91,842095.0,841.5101975,0
5152,5152,dPPr_GlyMe_dLbHphdPdLF,7,Circle,-5.8,842095.0,841.5101975,0
5153,5153,dPPr_GlydLbHphdPMe_dLF,7,Circle,-5.48,842095.0,841.5101975,0
5154,5154,dPPr_GlyMe_dLMe_dLdPBn_GlyF,7,Circle,-5.58,842095.0,841.5101975,0
5155,5155,dPPr_GlyMe_dLBn_GlydPMe_dLF,7,Circle,-5.03,842095.0,841.5101975,0
5156,5156,dPPr_GlyBn_GlyMe_dLdPmeLF,7,Circle,-5.73,842095.0,841.5101975,0
5157,5157,dPPr_GlymeLMe_dLdPBn_GlyF,7,Circle,-5.63,842095.0,841.5101975,0
5158,5158,dPPr_GlyMe_dLBn_GlydPmeLF,7,Circle,-5.67,842095.0,841.5101975,0
5159,5159,dPPr_GlymeLBn_GlydPMe_dLF,7,Circle,-5.31,842095.0,841.5101975,0
5160,5160,dPPr_GlyMe_dLmeLdPBn_GlyF,7,Circle,-5.1,842095.0,841.5101975,0
5161,5161,dPPr_GlyLbHphdPMe_dLF,7,Circle,-5.87,842095.0,841.5101975,0
5162,5162,dPPr_GlydLBn_GlydPBn_GlyF,7,Circle,-5.85,848058.0,847.4632473,0
5163,5163,dPPr_GlyBn_GlyBn_GlydPdLF,7,Circle,-5.96,848058.0,847.4632473,0
5164,5164,dPPr_GlymeLmeLdPBn_GlyF,7,Circle,-6.32,842095.0,841.5101975,1
5165,5165,dPPr_GlymeLBn_GlydPmeLF,7,Circle,-5.17,842095.0,841.5101975,0
5166,5166,dPPr_GlyLbHphdPmeLF,7,Circle,-5.64,842095.0,841.5101975,0
5167,5167,dPPr_GlyBn_GlyLdPBn_GlyF,7,Circle,-5.59,848058.0,847.4632473,0
5168,5168,dPPr_GlyMe_dLbHphdPMe_dLF,7,Circle,-5.29,856122.0,855.5258475,0
5169,5169,dPPr_GlyMe_dLbHphdPmeLF,7,Circle,-5.17,856122.0,855.5258475,0
5170,5170,dPPr_GlyBn_GlyBn_GlydPMe_dLF,7,Circle,-5.87,862085.0,861.4788974,0
5171,5171,dPPr_GlydLbHphdPBn_GlyF,7,Circle,-6.58,862085.0,861.4788974,1
5172,5172,dPPr_GlymeLbHphdPmeLF,7,Circle,-5.5,856122.0,855.5258475,0
5173,5173,dPPr_GlymeLBn_GlydPBn_GlyF,7,Circle,-5.99,862085.0,861.4788974,0
5174,5174,dPPr_GlyMe_dLbHphdPBn_GlyF,7,Circle,-5.74,876112.0,875.4945474,0
5175,5175,PbHphdLdLPdLF,7,Circle,-5.78,842095.0,841.5101975,0
5176,5176,PbHphLdLPdLF,7,Circle,-5.75,842095.0,841.5101975,0
5177,5177,PbHphdLLPdLF,7,Circle,-5.81,842095.0,841.5101975,0
5178,5178,PbHphdLdLPLF,7,Circle,-5.17,842095.0,841.5101975,0
5179,5179,PbHphdLLPLF,7,Circle,-5.61,842095.0,841.5101975,0
5180,5180,PbHphLdLPLF,7,Circle,-6.29,842095.0,841.5101975,1
5181,5181,PbHphdLdLPMe_dLF,7,Circle,-5.68,856122.0,855.5258475,0
5182,5182,PbHphdLMe_dLPdLF,7,Circle,-5.54,856122.0,855.5258475,0
5183,5183,PbHphMe_dLdLPdLF,7,Circle,-5.49,856122.0,855.5258475,0
5184,5184,PbHphdLdLPmeLF,7,Circle,-5.91,856122.0,855.5258475,0
5185,5185,PbHphMe_dLLPdLF,7,Circle,-5.62,856122.0,855.5258475,0
5186,5186,PbHphLMe_dLPdLF,7,Circle,-5.74,856122.0,855.5258475,0
5187,5187,PbHphLdLPMe_dLF,7,Circle,-5.53,856122.0,855.5258475,0
5188,5188,PbHphMe_dLdLPLF,7,Circle,-5.65,856122.0,855.5258475,0
5189,5189,PbHphdLmeLPdLF,7,Circle,-5.87,856122.0,855.5258475,0
5190,5190,PbHphdLMe_dLPLF,7,Circle,-5.39,856122.0,855.5258475,0
5191,5191,PbHphLmeLPdLF,7,Circle,-5.51,856122.0,855.5258475,0
5192,5192,PbHphLLPMe_dLF,7,Circle,-5.65,856122.0,855.5258475,0
5193,5193,PbHphLdLPmeLF,7,Circle,-5.39,856122.0,855.5258475,0
5194,5194,PbHphdLLPmeLF,7,Circle,-5.65,856122.0,855.5258475,0
5195,5195,PbHphLMe_dLPLF,7,Circle,-5.33,856122.0,855.5258475,0
5196,5196,PbHphMe_dLLPLF,7,Circle,-5.8,856122.0,855.5258475,0
5197,5197,PbHphLmeLPLF,7,Circle,-6.3,856122.0,855.5258475,1
5198,5198,PbHphLLPmeLF,7,Circle,-5.57,856122.0,855.5258475,0
5199,5199,PbHphdLMe_dLPMe_dLF,7,Circle,-5.49,870149.0,869.5414976,0
5200,5200,PbHphMe_dLMe_dLPdLF,7,Circle,-5.31,870149.0,869.5414976,0
5201,5201,PbHphMe_dLLPMe_dLF,7,Circle,-5.3,870149.0,869.5414976,0
5202,5202,PbHphdLMe_dLPmeLF,7,Circle,-5.56,870149.0,869.5414976,0
5203,5203,PbHphMe_dLdLPmeLF,7,Circle,-5.53,870149.0,869.5414976,0
5204,5204,PbHphmeLdLPMe_dLF,7,Circle,-5.5,870149.0,869.5414976,0
5205,5205,PbHphLMe_dLPMe_dLF,7,Circle,-5.45,870149.0,869.5414976,0
5206,5206,PbHphBn_GlydLPdLF,7,Circle,-5.82,876112.0,875.4945474,0
5207,5207,PbHphdLdLPBn_GlyF,7,Circle,-5.89,876112.0,875.4945474,0
5208,5208,PbHphdLBn_GlyPdLF,7,Circle,-6.1,876112.0,875.4945474,1
5209,5209,PbHphLmeLPMe_dLF,7,Circle,-5.37,870149.0,869.5414976,0
5210,5210,PbHphLMe_dLPmeLF,7,Circle,-5.17,870149.0,869.5414976,0
5211,5211,PbHphmeLLPMe_dLF,7,Circle,-5.7,870149.0,869.5414976,0
5212,5212,PbHphdLmeLPmeLF,7,Circle,-5.84,870149.0,869.5414976,0
5213,5213,PbHphBn_GlyLPdLF,7,Circle,-6.02,876112.0,875.4945474,1
5214,5214,PbHphLBn_GlyPdLF,7,Circle,-5.68,876112.0,875.4945474,0
5215,5215,PbHphdLBn_GlyPLF,7,Circle,-10.0,876112.0,875.4945474,1
5216,5216,PbHphdLLPBn_GlyF,7,Circle,-5.98,876112.0,875.4945474,0
5217,5217,PbHphLdLPBn_GlyF,7,Circle,-5.73,876112.0,875.4945474,0
5218,5218,PbHphLmeLPmeLF,7,Circle,-5.28,870149.0,869.5414976,0
5219,5219,PbHphmeLLPmeLF,7,Circle,-5.74,870149.0,869.5414976,0
5220,5220,PbHphLBn_GlyPLF,7,Circle,-10.0,876112.0,875.4945474,1
5221,5221,PbHphLLPBn_GlyF,7,Circle,-5.77,876112.0,875.4945474,0
5222,5222,PbHphmeLMe_dLPMe_dLF,7,Circle,-5.25,884176.0,883.5571477,0
5223,5223,PbHphdLbHphPdLF,7,Circle,-5.75,890139.0,889.5101975,0
5224,5224,PbHphBn_GlydLPMe_dLF,7,Circle,-5.81,890139.0,889.5101975,0
5225,5225,PbHphMe_dLBn_GlyPdLF,7,Circle,-6.18,890139.0,889.5101975,1
5226,5226,PbHphdLBn_GlyPMe_dLF,7,Circle,-6.05,890139.0,889.5101975,1
5227,5227,PbHphmeLmeLPMe_dLF,7,Circle,-5.56,884176.0,883.5571477,0
5228,5228,PbHphLbHphPdLF,7,Circle,-5.9,890139.0,889.5101975,0
5229,5229,PbHphdLbHphPLF,7,Circle,-5.77,890139.0,889.5101975,0
5230,5230,PbHphmeLBn_GlyPdLF,7,Circle,-5.85,890139.0,889.5101975,0
5231,5231,PbHphLBn_GlyPMe_dLF,7,Circle,-5.65,890139.0,889.5101975,0
5232,5232,PbHphMe_dLBn_GlyPLF,7,Circle,-5.25,890139.0,889.5101975,0
5233,5233,PbHphdLBn_GlyPmeLF,7,Circle,-6.0,890139.0,889.5101975,0
5234,5234,PbHphdLmeLPBn_GlyF,7,Circle,-5.97,890139.0,889.5101975,0
5235,5235,PbHphmeLmeLPmeLF,7,Circle,-5.42,884176.0,883.5571477,0
5236,5236,PbHphLbHphPLF,7,Circle,-5.82,890139.0,889.5101975,0
5237,5237,PbHphmeLBn_GlyPLF,7,Circle,-5.73,890139.0,889.5101975,0
5238,5238,PbHphLBn_GlyPmeLF,7,Circle,-5.64,890139.0,889.5101975,0
5239,5239,PbHphBn_GlyLPmeLF,7,Circle,-5.93,890139.0,889.5101975,0
5240,5240,PbHphBn_GlyMe_dLPMe_dLF,7,Circle,-5.76,904166.0,903.5258475,0
5241,5241,PbHphMe_dLbHphPdLF,7,Circle,-5.68,904166.0,903.5258475,0
5242,5242,PbHphdLbHphPMe_dLF,7,Circle,-6.53,904166.0,903.5258475,1
5243,5243,PbHphdLbHphPmeLF,7,Circle,-5.75,904166.0,903.5258475,0
5244,5244,PbHphMe_dLbHphPLF,7,Circle,-5.37,904166.0,903.5258475,0
5245,5245,PbHphmeLBn_GlyPMe_dLF,7,Circle,-5.61,904166.0,903.5258475,0
5246,5246,PbHphmeLBn_GlyPmeLF,7,Circle,-5.69,904166.0,903.5258475,0
5247,5247,PbHphmeLbHphPLF,7,Circle,-5.69,904166.0,903.5258475,0
5248,5248,PbHphLbHphPmeLF,7,Circle,-5.52,904166.0,903.5258475,0
5249,5249,PbHphmeLmeLPBn_GlyF,7,Circle,-5.5,904166.0,903.5258475,0
5250,5250,PbHphBn_GlyBn_GlyPLF,7,Circle,-5.98,910129.0,909.4788974,0
5251,5251,PbHphmeLbHphPMe_dLF,7,Circle,-5.97,918193.0,917.5414976,0
5252,5252,PbHphBn_GlybHphPdLF,7,Circle,-6.01,924156.0,923.4945474,1
5253,5253,PbHphdLbHphPBn_GlyF,7,Circle,-6.22,924156.0,923.4945474,1
5254,5254,PbHphmeLbHphPmeLF,7,Circle,-5.58,918193.0,917.5414976,0
5255,5255,PbHphBn_GlybHphPLF,7,Circle,-6.2,924156.0,923.4945474,1
5256,5256,PbHphmeLBn_GlyPBn_GlyF,7,Circle,-10.0,924156.0,923.4945474,1
5257,5257,PbHphBn_GlybHphPMe_dLF,7,Circle,-6.18,938183.0,937.5101975,1
5258,5258,PbHphBn_GlybHphPmeLF,7,Circle,-6.01,938183.0,937.5101975,1
5259,5259,PbHphmeLbHphPBn_GlyF,7,Circle,-10.0,938183.0,937.5101975,1
5260,5260,PPr_GlydLdLPdLF,7,Circle,-5.88,780024.0,779.4945474,0
5261,5261,PPr_GlydLLPdLF,7,Circle,-10.0,780024.0,779.4945474,1
5262,5262,PPr_GlyLdLPdLF,7,Circle,-5.89,780024.0,779.4945474,0
5263,5263,PPr_GlydLLPLF,7,Circle,-6.4,780024.0,779.4945474,1
5264,5264,PPr_GlyLLPLF,7,Circle,-5.99,780024.0,779.4945474,0
5265,5265,PPr_GlyMe_dLdLPdLF,7,Circle,-5.84,794051.0,793.5101975,0
5266,5266,PPr_GlydLdLPMe_dLF,7,Circle,-5.51,794051.0,793.5101975,0
5267,5267,PPr_GlymeLdLPdLF,7,Circle,-5.89,794051.0,793.5101975,0
5268,5268,PPr_GlydLMe_dLPLF,7,Circle,-5.58,794051.0,793.5101975,0
5269,5269,PPr_GlydLLPMe_dLF,7,Circle,-5.79,794051.0,793.5101975,0
5270,5270,PPr_GlyLdLPMe_dLF,7,Circle,-5.32,794051.0,793.5101975,0
5271,5271,PPr_GlyLmeLPdLF,7,Circle,-6.14,794051.0,793.5101975,1
5272,5272,PPr_GlydLmeLPLF,7,Circle,-6.07,794051.0,793.5101975,1
5273,5273,PPr_GlymeLdLPLF,7,Circle,-6.05,794051.0,793.5101975,1
5274,5274,PPr_GlydLLPmeLF,7,Circle,-5.52,794051.0,793.5101975,0
5275,5275,PPr_GlymeLLPdLF,7,Circle,-5.62,794051.0,793.5101975,0
5276,5276,PPr_GlyLMe_dLPLF,7,Circle,-5.88,794051.0,793.5101975,0
5277,5277,PPr_GlyLdLPmeLF,7,Circle,-5.24,794051.0,793.5101975,0
5278,5278,PPr_GlyLmeLPLF,7,Circle,-5.77,794051.0,793.5101975,0
5279,5279,PPr_GlymeLLPLF,7,Circle,-5.72,794051.0,793.5101975,0
5280,5280,PPr_GlyLLPmeLF,7,Circle,-5.78,794051.0,793.5101975,0
5281,5281,PPr_GlydLMe_dLPMe_dLF,7,Circle,-5.23,808078.0,807.5258475,0
5282,5282,PPr_GlyMe_dLMe_dLPdLF,7,Circle,-5.59,808078.0,807.5258475,0
5283,5283,PPr_GlyMe_dLdLPMe_dLF,7,Circle,-5.04,808078.0,807.5258475,0
5284,5284,PPr_GlyMe_dLmeLPdLF,7,Circle,-6.11,808078.0,807.5258475,1
5285,5285,PPr_GlyMe_dLMe_dLPLF,7,Circle,-10.0,808078.0,807.5258475,1
5286,5286,PPr_GlymeLMe_dLPdLF,7,Circle,-4.98,808078.0,807.5258475,0
5287,5287,PPr_GlydLmeLPMe_dLF,7,Circle,-5.53,808078.0,807.5258475,0
5288,5288,PPr_GlyMe_dLdLPmeLF,7,Circle,-4.96,808078.0,807.5258475,0
5289,5289,PPr_GlyMe_dLLPMe_dLF,7,Circle,-5.3,808078.0,807.5258475,0
5290,5290,PPr_GlyLMe_dLPMe_dLF,7,Circle,-4.91,808078.0,807.5258475,0
5291,5291,PPr_GlydLBn_GlyPdLF,7,Circle,-6.29,814041.0,813.4788974,1
5292,5292,PPr_GlydLdLPBn_GlyF,7,Circle,-5.76,814041.0,813.4788974,0
5293,5293,PPr_GlyLmeLPMe_dLF,7,Circle,-5.74,808078.0,807.5258475,0
5294,5294,PPr_GlyMe_dLmeLPLF,7,Circle,-6.22,808078.0,807.5258475,1
5295,5295,PPr_GlymeLMe_dLPLF,7,Circle,-5.69,808078.0,807.5258475,0
5296,5296,PPr_GlydLmeLPmeLF,7,Circle,-5.2,808078.0,807.5258475,0
5297,5297,PPr_GlyMe_dLLPmeLF,7,Circle,-5.14,808078.0,807.5258475,0
5298,5298,PPr_GlymeLLPMe_dLF,7,Circle,-5.17,808078.0,807.5258475,0
5299,5299,PPr_GlyBn_GlydLPLF,7,Circle,-10.0,814041.0,813.4788974,1
5300,5300,PPr_GlydLBn_GlyPLF,7,Circle,-6.01,814041.0,813.4788974,1
5301,5301,PPr_GlyLBn_GlyPdLF,7,Circle,-5.95,814041.0,813.4788974,0
5302,5302,PPr_GlydLLPBn_GlyF,7,Circle,-5.85,814041.0,813.4788974,0
5303,5303,PPr_GlymeLLPmeLF,7,Circle,-5.1,808078.0,807.5258475,0
5304,5304,PPr_GlyLLPBn_GlyF,7,Circle,-5.65,814041.0,813.4788974,0
5305,5305,PPr_GlyMe_dLMe_dLPMe_dLF,7,Circle,-5.42,822105.0,821.5414976,0
5306,5306,PPr_GlyMe_dLmeLPMe_dLF,7,Circle,-5.41,822105.0,821.5414976,0
5307,5307,PPr_GlymeLMe_dLPMe_dLF,7,Circle,-4.89,822105.0,821.5414976,0
5308,5308,PPr_GlydLbHphPdLF,7,Circle,-6.1,828068.0,827.4945474,1
5309,5309,PPr_GlydLBn_GlyPMe_dLF,7,Circle,-5.87,828068.0,827.4945474,0
5310,5310,PPr_GlyMe_dLdLPBn_GlyF,7,Circle,-5.21,828068.0,827.4945474,0
5311,5311,PPr_GlyMe_dLmeLPmeLF,7,Circle,-5.08,822105.0,821.5414976,0
5312,5312,PPr_GlymeLMe_dLPmeLF,7,Circle,-5.04,822105.0,821.5414976,0
5313,5313,PPr_GlydLbHphPLF,7,Circle,-6.22,828068.0,827.4945474,1
5314,5314,PPr_GlyBn_GlyMe_dLPLF,7,Circle,-5.99,828068.0,827.4945474,0
5315,5315,PPr_GlyMe_dLBn_GlyPLF,7,Circle,-5.9,828068.0,827.4945474,0
5316,5316,PPr_GlyBn_GlydLPmeLF,7,Circle,-5.4,828068.0,827.4945474,0
5317,5317,PPr_GlyLBn_GlyPMe_dLF,7,Circle,-5.41,828068.0,827.4945474,0
5318,5318,PPr_GlymeLdLPBn_GlyF,7,Circle,-5.3,828068.0,827.4945474,0
5319,5319,PPr_GlydLmeLPBn_GlyF,7,Circle,-5.49,828068.0,827.4945474,0
5320,5320,PPr_GlyLMe_dLPBn_GlyF,7,Circle,-5.83,828068.0,827.4945474,0
5321,5321,PPr_GlyBn_GlymeLPLF,7,Circle,-5.69,828068.0,827.4945474,0
5322,5322,PPr_GlyLBn_GlyPmeLF,7,Circle,-5.42,828068.0,827.4945474,0
5323,5323,PPr_GlyBn_GlyLPmeLF,7,Circle,-5.37,828068.0,827.4945474,0
5324,5324,PPr_GlyMe_dLbHphPdLF,7,Circle,-5.4,842095.0,841.5101975,0
5325,5325,PPr_GlydLbHphPMe_dLF,7,Circle,-5.77,842095.0,841.5101975,0
5326,5326,PPr_GlyMe_dLBn_GlyPMe_dLF,7,Circle,-5.61,842095.0,841.5101975,0
5327,5327,PPr_GlyMe_dLbHphPLF,7,Circle,-5.73,842095.0,841.5101975,0
5328,5328,PPr_GlydLbHphPmeLF,7,Circle,-5.5,842095.0,841.5101975,0
5329,5329,PPr_GlyMe_dLBn_GlyPmeLF,7,Circle,-5.3,842095.0,841.5101975,0
5330,5330,PPr_GlyMe_dLmeLPBn_GlyF,7,Circle,-5.39,842095.0,841.5101975,0
5331,5331,PPr_GlyBn_GlyBn_GlyPdLF,7,Circle,-6.15,848058.0,847.4632473,1
5332,5332,PPr_GlydLBn_GlyPBn_GlyF,7,Circle,-5.81,848058.0,847.4632473,0
5333,5333,PPr_GlymeLbHphPLF,7,Circle,-5.71,842095.0,841.5101975,0
5334,5334,PPr_GlymeLBn_GlyPmeLF,7,Circle,-5.31,842095.0,841.5101975,0
5335,5335,PPr_GlyBn_GlymeLPmeLF,7,Circle,-5.21,842095.0,841.5101975,0
5336,5336,PPr_GlyLbHphPmeLF,7,Circle,-5.76,842095.0,841.5101975,0
5337,5337,PPr_GlymeLmeLPBn_GlyF,7,Circle,-5.39,842095.0,841.5101975,0
5338,5338,PPr_GlyMe_dLbHphPMe_dLF,7,Circle,-5.61,856122.0,855.5258475,0
5339,5339,PPr_GlymeLbHphPMe_dLF,7,Circle,-5.67,856122.0,855.5258475,0
5340,5340,PPr_GlyMe_dLbHphPmeLF,7,Circle,-5.33,856122.0,855.5258475,0
5341,5341,PPr_GlyBn_GlybHphPdLF,7,Circle,-5.94,862085.0,861.4788974,0
5342,5342,PPr_GlyBn_GlyBn_GlyPMe_dLF,7,Circle,-6.16,862085.0,861.4788974,1
5343,5343,PPr_GlymeLbHphPmeLF,7,Circle,-5.2,856122.0,855.5258475,0
5344,5344,PPr_GlyBn_GlybHphPLF,7,Circle,-6.28,862085.0,861.4788974,1
5345,5345,PPr_GlyLbHphPBn_GlyF,7,Circle,-5.97,862085.0,861.4788974,0
5346,5346,PPr_GlyBn_GlybHphPMe_dLF,7,Circle,-5.97,876112.0,875.4945474,0
5347,5347,PPr_GlyMe_dLbHphPBn_GlyF,7,Circle,-5.75,876112.0,875.4945474,0
5348,5348,PPr_GlymeLbHphPBn_GlyF,7,Circle,-5.67,876112.0,875.4945474,0
5349,5349,PPr_GlyBn_GlybHphPmeLF,7,Circle,-5.64,876112.0,875.4945474,0
5350,5350,PPr_GlyBn_GlyBn_GlyPBn_GlyF,7,Circle,-5.78,882075.0,881.4475972,0
5351,5351,PPr_GlyBn_GlybHphPBn_GlyF,7,Circle,-5.72,896102.0,895.4632473,0
5352,5352,PbHphdLdLdPLF,7,Circle,-5.76,842095.0,841.5101975,0
5353,5353,PbHphdLLdPdLF,7,Circle,-5.5,842095.0,841.5101975,0
5354,5354,PbHphdLLdPLF,7,Circle,-5.33,842095.0,841.5101975,0
5355,5355,PbHphdLdLdPMe_dLF,7,Circle,-5.47,856122.0,855.5258475,0
5356,5356,PbHphdLMe_dLdPdLF,7,Circle,-5.48,856122.0,855.5258475,0
5357,5357,PbHphdLLdPMe_dLF,7,Circle,-5.43,856122.0,855.5258475,0
5358,5358,PbHphLMe_dLdPdLF,7,Circle,-5.49,856122.0,855.5258475,0
5359,5359,PbHphLdLdPMe_dLF,7,Circle,-5.12,856122.0,855.5258475,0
5360,5360,PbHphMe_dLdLdPLF,7,Circle,-5.57,856122.0,855.5258475,0
5361,5361,PbHphdLmeLdPdLF,7,Circle,-5.58,856122.0,855.5258475,0
5362,5362,PbHphMe_dLLdPdLF,7,Circle,-5.57,856122.0,855.5258475,0
5363,5363,PbHphLdLdPmeLF,7,Circle,-5.39,856122.0,855.5258475,0
5364,5364,PbHphdLLdPmeLF,7,Circle,-5.56,856122.0,855.5258475,0
5365,5365,PbHphdLmeLdPLF,7,Circle,-5.39,856122.0,855.5258475,0
5366,5366,PbHphmeLLdPdLF,7,Circle,-5.46,856122.0,855.5258475,0
5367,5367,PbHphLLdPmeLF,7,Circle,-5.33,856122.0,855.5258475,0
5368,5368,PbHphdLMe_dLdPMe_dLF,7,Circle,-5.33,870149.0,869.5414976,0
5369,5369,PbHphMe_dLdLdPMe_dLF,7,Circle,-5.32,870149.0,869.5414976,0
5370,5370,PbHphLMe_dLdPMe_dLF,7,Circle,-5.47,870149.0,869.5414976,0
5371,5371,PbHphdLMe_dLdPmeLF,7,Circle,-5.31,870149.0,869.5414976,0
5372,5372,PbHphmeLdLdPMe_dLF,7,Circle,-5.41,870149.0,869.5414976,0
5373,5373,PbHphMe_dLmeLdPdLF,7,Circle,-5.65,870149.0,869.5414976,0
5374,5374,PbHphMe_dLLdPMe_dLF,7,Circle,-5.75,870149.0,869.5414976,0
5375,5375,PbHphMe_dLdLdPmeLF,7,Circle,-5.45,870149.0,869.5414976,0
5376,5376,PbHphdLBn_GlydPdLF,7,Circle,-5.86,876112.0,875.4945474,0
5377,5377,PbHphLmeLdPMe_dLF,7,Circle,-5.42,870149.0,869.5414976,0
5378,5378,PbHphmeLLdPMe_dLF,7,Circle,-5.56,870149.0,869.5414976,0
5379,5379,PbHphLMe_dLdPmeLF,7,Circle,-5.2,870149.0,869.5414976,0
5380,5380,PbHphMe_dLLdPmeLF,7,Circle,-5.37,870149.0,869.5414976,0
5381,5381,PbHphdLmeLdPmeLF,7,Circle,-10.0,870149.0,869.5414976,1
